2023-11-18 00:49:55,491 INFO    StreamThr :2482973 [internal.py:wandb_internal():89] W&B internal server running at pid: 2482973, started at: 2023-11-18 00:49:55.491139
2023-11-18 00:49:55,492 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: status
2023-11-18 00:49:55,493 INFO    WriterThread:2482973 [datastore.py:open_for_write():85] open: /alpha/overcooked_rl/algorithms/wandb/run-20231118_004955-vag2gy6l/run-vag2gy6l.wandb
2023-11-18 00:49:55,494 DEBUG   SenderThread:2482973 [sender.py:send():380] send: header
2023-11-18 00:49:55,509 DEBUG   SenderThread:2482973 [sender.py:send():380] send: run
2023-11-18 00:49:56,764 INFO    SenderThread:2482973 [dir_watcher.py:__init__():211] watching files in: /alpha/overcooked_rl/algorithms/wandb/run-20231118_004955-vag2gy6l/files
2023-11-18 00:49:56,764 INFO    SenderThread:2482973 [sender.py:_start_run_threads():1125] run started: vag2gy6l with start time 1700239795.491067
2023-11-18 00:49:56,770 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: check_version
2023-11-18 00:49:56,771 DEBUG   SenderThread:2482973 [sender.py:send_request():407] send_request: check_version
2023-11-18 00:49:57,736 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: run_start
2023-11-18 00:49:57,742 DEBUG   HandlerThread:2482973 [system_info.py:__init__():32] System info init
2023-11-18 00:49:57,743 DEBUG   HandlerThread:2482973 [system_info.py:__init__():47] System info init done
2023-11-18 00:49:57,743 INFO    HandlerThread:2482973 [system_monitor.py:start():194] Starting system monitor
2023-11-18 00:49:57,743 INFO    SystemMonitor:2482973 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-18 00:49:57,743 INFO    HandlerThread:2482973 [system_monitor.py:probe():214] Collecting system info
2023-11-18 00:49:57,743 INFO    SystemMonitor:2482973 [interfaces.py:start():190] Started cpu monitoring
2023-11-18 00:49:57,744 INFO    SystemMonitor:2482973 [interfaces.py:start():190] Started disk monitoring
2023-11-18 00:49:57,744 INFO    SystemMonitor:2482973 [interfaces.py:start():190] Started gpu monitoring
2023-11-18 00:49:57,745 INFO    SystemMonitor:2482973 [interfaces.py:start():190] Started memory monitoring
2023-11-18 00:49:57,745 INFO    SystemMonitor:2482973 [interfaces.py:start():190] Started network monitoring
2023-11-18 00:49:57,751 DEBUG   HandlerThread:2482973 [system_info.py:probe():196] Probing system
2023-11-18 00:49:57,756 DEBUG   HandlerThread:2482973 [system_info.py:_probe_git():181] Probing git
2023-11-18 00:49:57,768 DEBUG   HandlerThread:2482973 [system_info.py:_probe_git():189] Probing git done
2023-11-18 00:49:57,768 DEBUG   HandlerThread:2482973 [system_info.py:probe():244] Probing system done
2023-11-18 00:49:57,768 DEBUG   HandlerThread:2482973 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-26-generic-x86_64-with-debian-bookworm-sid', 'python': '3.7.12', 'heartbeatAt': '2023-11-17T16:49:57.751701', 'startedAt': '2023-11-17T16:49:55.488207', 'docker': None, 'cuda': None, 'args': ('--layout', 'coordination_ring', '--num_episodes', '2000', '--scripted_policy_name', 'random', '--seed', '1'), 'state': 'running', 'program': 'mtp_scriptedPolicy.py', 'codePathLocal': 'mtp_scriptedPolicy.py', 'codePath': 'algorithms/mtp_scriptedPolicy.py', 'git': {'remote': 'git@github.com:AlexWanghaoming/overcooked_rl.git', 'commit': 'c38c8877e0c918167007cd6e3339f76a8254812b'}, 'email': '568019240@qq.com', 'root': '/alpha/overcooked_rl', 'host': 'wanghm', 'username': 'wanghm', 'executable': '/home/wanghm/anaconda3/envs/overcooked_ai/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4623.6096875, 'min': 800.0, 'max': 5150.0}, 'cpu_freq_per_core': [{'current': 4699.94, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5300.0}, {'current': 4699.988, 'min': 800.0, 'max': 5300.0}, {'current': 4699.748, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4699.912, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4699.687, 'min': 800.0, 'max': 5100.0}, {'current': 4697.295, 'min': 800.0, 'max': 5300.0}, {'current': 4700.0, 'min': 800.0, 'max': 5300.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4699.974, 'min': 800.0, 'max': 5100.0}], 'disk': {'/': {'total': 1832.2072448730469, 'used': 172.93320846557617}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 31.163162231445312}}
2023-11-18 00:49:57,768 INFO    HandlerThread:2482973 [system_monitor.py:probe():224] Finished collecting system info
2023-11-18 00:49:57,768 INFO    HandlerThread:2482973 [system_monitor.py:probe():227] Publishing system info
2023-11-18 00:49:57,768 DEBUG   HandlerThread:2482973 [system_info.py:_save_pip():53] Saving list of pip packages installed into the current environment
2023-11-18 00:49:57,768 DEBUG   HandlerThread:2482973 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-18 00:49:57,768 DEBUG   HandlerThread:2482973 [system_info.py:_save_conda():76] Saving list of conda packages installed into the current environment
2023-11-18 00:49:58,766 INFO    Thread-12 :2482973 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231118_004955-vag2gy6l/files/requirements.txt
2023-11-18 00:49:58,767 INFO    Thread-12 :2482973 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231118_004955-vag2gy6l/files/conda-environment.yaml
2023-11-18 00:49:59,549 DEBUG   HandlerThread:2482973 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-18 00:49:59,550 INFO    HandlerThread:2482973 [system_monitor.py:probe():229] Finished publishing system info
2023-11-18 00:49:59,551 DEBUG   SenderThread:2482973 [sender.py:send():380] send: files
2023-11-18 00:49:59,551 INFO    SenderThread:2482973 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-18 00:49:59,554 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: stop_status
2023-11-18 00:49:59,554 DEBUG   SenderThread:2482973 [sender.py:send_request():407] send_request: stop_status
2023-11-18 00:49:59,556 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-18 00:49:59,766 INFO    Thread-12 :2482973 [dir_watcher.py:_on_file_modified():288] file/dir modified: /alpha/overcooked_rl/algorithms/wandb/run-20231118_004955-vag2gy6l/files/conda-environment.yaml
2023-11-18 00:49:59,766 INFO    Thread-12 :2482973 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231118_004955-vag2gy6l/files/wandb-metadata.json
2023-11-18 00:50:00,010 DEBUG   SenderThread:2482973 [sender.py:send():380] send: telemetry
2023-11-18 00:50:00,011 DEBUG   SenderThread:2482973 [sender.py:send():380] send: exit
2023-11-18 00:50:00,011 INFO    SenderThread:2482973 [sender.py:send_exit():585] handling exit code: 1
2023-11-18 00:50:00,011 INFO    SenderThread:2482973 [sender.py:send_exit():587] handling runtime: 1
2023-11-18 00:50:00,013 INFO    SenderThread:2482973 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-11-18 00:50:00,013 INFO    SenderThread:2482973 [sender.py:send_exit():593] send defer
2023-11-18 00:50:00,013 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: defer
2023-11-18 00:50:00,014 INFO    HandlerThread:2482973 [handler.py:handle_request_defer():172] handle defer: 0
2023-11-18 00:50:00,014 DEBUG   SenderThread:2482973 [sender.py:send_request():407] send_request: defer
2023-11-18 00:50:00,014 INFO    SenderThread:2482973 [sender.py:send_request_defer():609] handle sender defer: 0
2023-11-18 00:50:00,014 INFO    SenderThread:2482973 [sender.py:transition_state():613] send defer: 1
2023-11-18 00:50:00,014 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: defer
2023-11-18 00:50:00,014 INFO    HandlerThread:2482973 [handler.py:handle_request_defer():172] handle defer: 1
2023-11-18 00:50:00,014 DEBUG   SenderThread:2482973 [sender.py:send_request():407] send_request: defer
2023-11-18 00:50:00,014 INFO    SenderThread:2482973 [sender.py:send_request_defer():609] handle sender defer: 1
2023-11-18 00:50:00,014 INFO    SenderThread:2482973 [sender.py:transition_state():613] send defer: 2
2023-11-18 00:50:00,014 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: defer
2023-11-18 00:50:00,014 INFO    HandlerThread:2482973 [handler.py:handle_request_defer():172] handle defer: 2
2023-11-18 00:50:00,014 INFO    HandlerThread:2482973 [system_monitor.py:finish():203] Stopping system monitor
2023-11-18 00:50:00,014 DEBUG   SystemMonitor:2482973 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-11-18 00:50:00,014 INFO    HandlerThread:2482973 [interfaces.py:finish():202] Joined cpu monitor
2023-11-18 00:50:00,014 DEBUG   SystemMonitor:2482973 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-11-18 00:50:00,015 INFO    HandlerThread:2482973 [interfaces.py:finish():202] Joined disk monitor
2023-11-18 00:50:00,015 DEBUG   SystemMonitor:2482973 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-11-18 00:50:00,078 INFO    HandlerThread:2482973 [interfaces.py:finish():202] Joined gpu monitor
2023-11-18 00:50:00,079 INFO    HandlerThread:2482973 [interfaces.py:finish():202] Joined memory monitor
2023-11-18 00:50:00,079 INFO    HandlerThread:2482973 [interfaces.py:finish():202] Joined network monitor
2023-11-18 00:50:00,079 DEBUG   SenderThread:2482973 [sender.py:send_request():407] send_request: defer
2023-11-18 00:50:00,079 INFO    SenderThread:2482973 [sender.py:send_request_defer():609] handle sender defer: 2
2023-11-18 00:50:00,079 INFO    SenderThread:2482973 [sender.py:transition_state():613] send defer: 3
2023-11-18 00:50:00,079 DEBUG   SenderThread:2482973 [sender.py:send():380] send: stats
2023-11-18 00:50:00,080 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: defer
2023-11-18 00:50:00,080 INFO    HandlerThread:2482973 [handler.py:handle_request_defer():172] handle defer: 3
2023-11-18 00:50:00,080 DEBUG   SenderThread:2482973 [sender.py:send_request():407] send_request: defer
2023-11-18 00:50:00,080 INFO    SenderThread:2482973 [sender.py:send_request_defer():609] handle sender defer: 3
2023-11-18 00:50:00,080 INFO    SenderThread:2482973 [sender.py:transition_state():613] send defer: 4
2023-11-18 00:50:00,080 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: defer
2023-11-18 00:50:00,080 INFO    HandlerThread:2482973 [handler.py:handle_request_defer():172] handle defer: 4
2023-11-18 00:50:00,080 DEBUG   SenderThread:2482973 [sender.py:send_request():407] send_request: defer
2023-11-18 00:50:00,080 INFO    SenderThread:2482973 [sender.py:send_request_defer():609] handle sender defer: 4
2023-11-18 00:50:00,080 INFO    SenderThread:2482973 [sender.py:transition_state():613] send defer: 5
2023-11-18 00:50:00,080 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: defer
2023-11-18 00:50:00,080 INFO    HandlerThread:2482973 [handler.py:handle_request_defer():172] handle defer: 5
2023-11-18 00:50:00,080 DEBUG   SenderThread:2482973 [sender.py:send():380] send: summary
2023-11-18 00:50:00,081 INFO    SenderThread:2482973 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-11-18 00:50:00,081 DEBUG   SenderThread:2482973 [sender.py:send_request():407] send_request: defer
2023-11-18 00:50:00,081 INFO    SenderThread:2482973 [sender.py:send_request_defer():609] handle sender defer: 5
2023-11-18 00:50:00,081 INFO    SenderThread:2482973 [sender.py:transition_state():613] send defer: 6
2023-11-18 00:50:00,081 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: defer
2023-11-18 00:50:00,081 INFO    HandlerThread:2482973 [handler.py:handle_request_defer():172] handle defer: 6
2023-11-18 00:50:00,081 DEBUG   SenderThread:2482973 [sender.py:send_request():407] send_request: defer
2023-11-18 00:50:00,081 INFO    SenderThread:2482973 [sender.py:send_request_defer():609] handle sender defer: 6
2023-11-18 00:50:00,085 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: status_report
2023-11-18 00:50:00,426 INFO    SenderThread:2482973 [sender.py:transition_state():613] send defer: 7
2023-11-18 00:50:00,426 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: defer
2023-11-18 00:50:00,426 INFO    HandlerThread:2482973 [handler.py:handle_request_defer():172] handle defer: 7
2023-11-18 00:50:00,427 DEBUG   SenderThread:2482973 [sender.py:send_request():407] send_request: defer
2023-11-18 00:50:00,427 INFO    SenderThread:2482973 [sender.py:send_request_defer():609] handle sender defer: 7
2023-11-18 00:50:00,569 INFO    wandb-upload_0:2482973 [upload_job.py:push():131] Uploaded file /tmp/tmpecsp864zwandb/z9eymtpa-wandb-metadata.json
2023-11-18 00:50:00,609 DEBUG   HandlerThread:2482973 [handler.py:handle_request():146] handle_request: poll_exit
2023-11-18 00:50:00,766 INFO    Thread-12 :2482973 [dir_watcher.py:_on_file_modified():288] file/dir modified: /alpha/overcooked_rl/algorithms/wandb/run-20231118_004955-vag2gy6l/files/config.yaml
2023-11-18 00:50:00,766 INFO    Thread-12 :2482973 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231118_004955-vag2gy6l/files/output.log
