2023-11-15 18:05:22,842 INFO    StreamThr :864388 [internal.py:wandb_internal():89] W&B internal server running at pid: 864388, started at: 2023-11-15 18:05:22.841321
2023-11-15 18:05:22,843 DEBUG   HandlerThread:864388 [handler.py:handle_request():146] handle_request: status
2023-11-15 18:05:22,844 INFO    WriterThread:864388 [datastore.py:open_for_write():85] open: /alpha/overcooked_rl/algorithms/wandb/run-20231115_180522-wk1srkdw/run-wk1srkdw.wandb
2023-11-15 18:05:22,847 DEBUG   SenderThread:864388 [sender.py:send():380] send: header
2023-11-15 18:05:22,863 DEBUG   SenderThread:864388 [sender.py:send():380] send: run
2023-11-15 18:05:25,888 INFO    SenderThread:864388 [dir_watcher.py:__init__():211] watching files in: /alpha/overcooked_rl/algorithms/wandb/run-20231115_180522-wk1srkdw/files
2023-11-15 18:05:25,888 INFO    SenderThread:864388 [sender.py:_start_run_threads():1125] run started: wk1srkdw with start time 1700042722.840695
2023-11-15 18:05:25,902 DEBUG   HandlerThread:864388 [handler.py:handle_request():146] handle_request: check_version
2023-11-15 18:05:25,902 DEBUG   SenderThread:864388 [sender.py:send_request():407] send_request: check_version
2023-11-15 18:05:26,820 DEBUG   HandlerThread:864388 [handler.py:handle_request():146] handle_request: run_start
2023-11-15 18:05:26,825 DEBUG   HandlerThread:864388 [system_info.py:__init__():32] System info init
2023-11-15 18:05:26,825 DEBUG   HandlerThread:864388 [system_info.py:__init__():47] System info init done
2023-11-15 18:05:26,825 INFO    HandlerThread:864388 [system_monitor.py:start():194] Starting system monitor
2023-11-15 18:05:26,826 INFO    SystemMonitor:864388 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-15 18:05:26,826 INFO    HandlerThread:864388 [system_monitor.py:probe():214] Collecting system info
2023-11-15 18:05:26,826 INFO    SystemMonitor:864388 [interfaces.py:start():190] Started cpu monitoring
2023-11-15 18:05:26,827 INFO    SystemMonitor:864388 [interfaces.py:start():190] Started disk monitoring
2023-11-15 18:05:26,827 INFO    SystemMonitor:864388 [interfaces.py:start():190] Started gpu monitoring
2023-11-15 18:05:26,828 INFO    SystemMonitor:864388 [interfaces.py:start():190] Started memory monitoring
2023-11-15 18:05:26,828 INFO    SystemMonitor:864388 [interfaces.py:start():190] Started network monitoring
2023-11-15 18:05:26,837 DEBUG   HandlerThread:864388 [system_info.py:probe():196] Probing system
2023-11-15 18:05:26,843 DEBUG   HandlerThread:864388 [system_info.py:_probe_git():181] Probing git
2023-11-15 18:05:26,855 DEBUG   HandlerThread:864388 [system_info.py:_probe_git():189] Probing git done
2023-11-15 18:05:26,856 DEBUG   HandlerThread:864388 [system_info.py:probe():244] Probing system done
2023-11-15 18:05:26,856 DEBUG   HandlerThread:864388 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-26-generic-x86_64-with-debian-bookworm-sid', 'python': '3.7.12', 'heartbeatAt': '2023-11-15T10:05:26.837370', 'startedAt': '2023-11-15T10:05:22.833947', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/alpha/overcooked_rl/algorithms/bpr_NN_scriptedPolicy.py', 'codePathLocal': 'bpr_NN_scriptedPolicy.py', 'codePath': 'algorithms/bpr_NN_scriptedPolicy.py', 'git': {'remote': 'git@github.com:AlexWanghaoming/overcooked_rl.git', 'commit': '13a286d7c12f0639988ae897ef486edd046772b7'}, 'email': '568019240@qq.com', 'root': '/alpha/overcooked_rl', 'host': 'wanghm', 'username': 'wanghm', 'executable': '/home/wanghm/anaconda3/envs/overcooked_ai/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4714.668625, 'min': 800.0, 'max': 5150.0}, 'cpu_freq_per_core': [{'current': 4800.784, 'min': 800.0, 'max': 5100.0}, {'current': 4799.967, 'min': 800.0, 'max': 5100.0}, {'current': 3495.409, 'min': 800.0, 'max': 5100.0}, {'current': 4800.0, 'min': 800.0, 'max': 5100.0}, {'current': 4800.0, 'min': 800.0, 'max': 5300.0}, {'current': 4800.0, 'min': 800.0, 'max': 5300.0}, {'current': 4800.0, 'min': 800.0, 'max': 5100.0}, {'current': 4800.0, 'min': 800.0, 'max': 5100.0}, {'current': 4799.585, 'min': 800.0, 'max': 5100.0}, {'current': 4798.55, 'min': 800.0, 'max': 5100.0}, {'current': 4800.0, 'min': 800.0, 'max': 5100.0}, {'current': 4800.161, 'min': 800.0, 'max': 5100.0}, {'current': 4800.0, 'min': 800.0, 'max': 5300.0}, {'current': 4800.0, 'min': 800.0, 'max': 5300.0}, {'current': 4706.208, 'min': 800.0, 'max': 5100.0}, {'current': 4801.213, 'min': 800.0, 'max': 5100.0}], 'disk': {'/': {'total': 1832.2072448730469, 'used': 161.6776351928711}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 31.163162231445312}}
2023-11-15 18:05:26,856 INFO    HandlerThread:864388 [system_monitor.py:probe():224] Finished collecting system info
2023-11-15 18:05:26,856 INFO    HandlerThread:864388 [system_monitor.py:probe():227] Publishing system info
2023-11-15 18:05:26,856 DEBUG   HandlerThread:864388 [system_info.py:_save_pip():53] Saving list of pip packages installed into the current environment
2023-11-15 18:05:26,857 DEBUG   HandlerThread:864388 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-15 18:05:26,857 DEBUG   HandlerThread:864388 [system_info.py:_save_conda():76] Saving list of conda packages installed into the current environment
2023-11-15 18:05:26,891 INFO    Thread-16 :864388 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231115_180522-wk1srkdw/files/conda-environment.yaml
2023-11-15 18:05:26,891 INFO    Thread-16 :864388 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231115_180522-wk1srkdw/files/requirements.txt
