2023-11-13 20:43:59,197 INFO    StreamThr :3140919 [internal.py:wandb_internal():89] W&B internal server running at pid: 3140919, started at: 2023-11-13 20:43:59.195536
2023-11-13 20:43:59,200 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: status
2023-11-13 20:43:59,202 INFO    WriterThread:3140919 [datastore.py:open_for_write():85] open: /alpha/overcooked_rl/algorithms/wandb/run-20231113_204359-wz0mqd0v/run-wz0mqd0v.wandb
2023-11-13 20:43:59,204 DEBUG   SenderThread:3140919 [sender.py:send():380] send: header
2023-11-13 20:43:59,220 DEBUG   SenderThread:3140919 [sender.py:send():380] send: run
2023-11-13 20:44:00,062 INFO    SenderThread:3140919 [dir_watcher.py:__init__():211] watching files in: /alpha/overcooked_rl/algorithms/wandb/run-20231113_204359-wz0mqd0v/files
2023-11-13 20:44:00,062 INFO    SenderThread:3140919 [sender.py:_start_run_threads():1125] run started: wz0mqd0v with start time 1699879439.195301
2023-11-13 20:44:00,070 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: check_version
2023-11-13 20:44:00,071 DEBUG   SenderThread:3140919 [sender.py:send_request():407] send_request: check_version
2023-11-13 20:44:00,948 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: run_start
2023-11-13 20:44:00,955 DEBUG   HandlerThread:3140919 [system_info.py:__init__():32] System info init
2023-11-13 20:44:00,955 DEBUG   HandlerThread:3140919 [system_info.py:__init__():47] System info init done
2023-11-13 20:44:00,955 INFO    HandlerThread:3140919 [system_monitor.py:start():194] Starting system monitor
2023-11-13 20:44:00,955 INFO    SystemMonitor:3140919 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-13 20:44:00,955 INFO    HandlerThread:3140919 [system_monitor.py:probe():214] Collecting system info
2023-11-13 20:44:00,956 INFO    SystemMonitor:3140919 [interfaces.py:start():190] Started cpu monitoring
2023-11-13 20:44:00,956 INFO    SystemMonitor:3140919 [interfaces.py:start():190] Started disk monitoring
2023-11-13 20:44:00,957 INFO    SystemMonitor:3140919 [interfaces.py:start():190] Started gpu monitoring
2023-11-13 20:44:00,957 INFO    SystemMonitor:3140919 [interfaces.py:start():190] Started memory monitoring
2023-11-13 20:44:00,958 INFO    SystemMonitor:3140919 [interfaces.py:start():190] Started network monitoring
2023-11-13 20:44:00,963 DEBUG   HandlerThread:3140919 [system_info.py:probe():196] Probing system
2023-11-13 20:44:00,968 DEBUG   HandlerThread:3140919 [system_info.py:_probe_git():181] Probing git
2023-11-13 20:44:00,980 DEBUG   HandlerThread:3140919 [system_info.py:_probe_git():189] Probing git done
2023-11-13 20:44:00,980 DEBUG   HandlerThread:3140919 [system_info.py:probe():244] Probing system done
2023-11-13 20:44:00,980 DEBUG   HandlerThread:3140919 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-26-generic-x86_64-with-debian-bookworm-sid', 'python': '3.7.12', 'heartbeatAt': '2023-11-13T12:44:00.963508', 'startedAt': '2023-11-13T12:43:59.188900', 'docker': None, 'cuda': None, 'args': ('--layout', 'cramped_room', '--num_episodes', '50', '--seed', '1'), 'state': 'running', 'program': 'bpr_NN_humanProxy.py', 'codePathLocal': 'bpr_NN_humanProxy.py', 'codePath': 'algorithms/bpr_NN_humanProxy.py', 'git': {'remote': 'git@github.com:AlexWanghaoming/overcooked_rl.git', 'commit': '13a286d7c12f0639988ae897ef486edd046772b7'}, 'email': '568019240@qq.com', 'root': '/alpha/overcooked_rl', 'host': 'wanghm', 'username': 'wanghm', 'executable': '/home/wanghm/anaconda3/envs/overcooked_ai/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4710.239437499999, 'min': 800.0, 'max': 5150.0}, 'cpu_freq_per_core': [{'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4700.011, 'min': 800.0, 'max': 5100.0}, {'current': 4699.988, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5300.0}, {'current': 4700.0, 'min': 800.0, 'max': 5300.0}, {'current': 4700.011, 'min': 800.0, 'max': 5100.0}, {'current': 4700.011, 'min': 800.0, 'max': 5100.0}, {'current': 4699.988, 'min': 800.0, 'max': 5100.0}, {'current': 4699.927, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5300.0}, {'current': 4700.0, 'min': 800.0, 'max': 5300.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}, {'current': 4700.0, 'min': 800.0, 'max': 5100.0}], 'disk': {'/': {'total': 1832.2072448730469, 'used': 159.88765335083008}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 31.163162231445312}}
2023-11-13 20:44:00,980 INFO    HandlerThread:3140919 [system_monitor.py:probe():224] Finished collecting system info
2023-11-13 20:44:00,980 INFO    HandlerThread:3140919 [system_monitor.py:probe():227] Publishing system info
2023-11-13 20:44:00,980 DEBUG   HandlerThread:3140919 [system_info.py:_save_pip():53] Saving list of pip packages installed into the current environment
2023-11-13 20:44:00,981 DEBUG   HandlerThread:3140919 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-13 20:44:00,981 DEBUG   HandlerThread:3140919 [system_info.py:_save_conda():76] Saving list of conda packages installed into the current environment
2023-11-13 20:44:01,063 INFO    Thread-12 :3140919 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231113_204359-wz0mqd0v/files/conda-environment.yaml
2023-11-13 20:44:01,064 INFO    Thread-12 :3140919 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231113_204359-wz0mqd0v/files/requirements.txt
2023-11-13 20:44:02,627 DEBUG   HandlerThread:3140919 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-13 20:44:02,627 INFO    HandlerThread:3140919 [system_monitor.py:probe():229] Finished publishing system info
2023-11-13 20:44:02,629 DEBUG   SenderThread:3140919 [sender.py:send():380] send: files
2023-11-13 20:44:02,629 INFO    SenderThread:3140919 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-13 20:44:02,633 DEBUG   SenderThread:3140919 [sender.py:send():380] send: telemetry
2023-11-13 20:44:02,633 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 20:44:02,634 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 20:44:02,634 DEBUG   SenderThread:3140919 [sender.py:send_request():407] send_request: stop_status
2023-11-13 20:44:03,063 INFO    Thread-12 :3140919 [dir_watcher.py:_on_file_modified():288] file/dir modified: /alpha/overcooked_rl/algorithms/wandb/run-20231113_204359-wz0mqd0v/files/conda-environment.yaml
2023-11-13 20:44:03,063 INFO    Thread-12 :3140919 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231113_204359-wz0mqd0v/files/wandb-metadata.json
2023-11-13 20:44:03,405 DEBUG   SenderThread:3140919 [sender.py:send():380] send: exit
2023-11-13 20:44:03,405 INFO    SenderThread:3140919 [sender.py:send_exit():585] handling exit code: 1
2023-11-13 20:44:03,405 INFO    SenderThread:3140919 [sender.py:send_exit():587] handling runtime: 2
2023-11-13 20:44:03,406 INFO    SenderThread:3140919 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-11-13 20:44:03,406 INFO    SenderThread:3140919 [sender.py:send_exit():593] send defer
2023-11-13 20:44:03,407 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: defer
2023-11-13 20:44:03,407 INFO    HandlerThread:3140919 [handler.py:handle_request_defer():172] handle defer: 0
2023-11-13 20:44:03,407 DEBUG   SenderThread:3140919 [sender.py:send_request():407] send_request: defer
2023-11-13 20:44:03,407 INFO    SenderThread:3140919 [sender.py:send_request_defer():609] handle sender defer: 0
2023-11-13 20:44:03,407 INFO    SenderThread:3140919 [sender.py:transition_state():613] send defer: 1
2023-11-13 20:44:03,407 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: defer
2023-11-13 20:44:03,407 INFO    HandlerThread:3140919 [handler.py:handle_request_defer():172] handle defer: 1
2023-11-13 20:44:03,407 DEBUG   SenderThread:3140919 [sender.py:send_request():407] send_request: defer
2023-11-13 20:44:03,407 INFO    SenderThread:3140919 [sender.py:send_request_defer():609] handle sender defer: 1
2023-11-13 20:44:03,407 INFO    SenderThread:3140919 [sender.py:transition_state():613] send defer: 2
2023-11-13 20:44:03,407 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: defer
2023-11-13 20:44:03,407 INFO    HandlerThread:3140919 [handler.py:handle_request_defer():172] handle defer: 2
2023-11-13 20:44:03,407 INFO    HandlerThread:3140919 [system_monitor.py:finish():203] Stopping system monitor
2023-11-13 20:44:03,407 INFO    HandlerThread:3140919 [interfaces.py:finish():202] Joined cpu monitor
2023-11-13 20:44:03,407 DEBUG   SystemMonitor:3140919 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-11-13 20:44:03,407 INFO    HandlerThread:3140919 [interfaces.py:finish():202] Joined disk monitor
2023-11-13 20:44:03,408 DEBUG   SystemMonitor:3140919 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-11-13 20:44:03,408 DEBUG   SystemMonitor:3140919 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-11-13 20:44:03,443 INFO    HandlerThread:3140919 [interfaces.py:finish():202] Joined gpu monitor
2023-11-13 20:44:03,443 INFO    HandlerThread:3140919 [interfaces.py:finish():202] Joined memory monitor
2023-11-13 20:44:03,443 INFO    HandlerThread:3140919 [interfaces.py:finish():202] Joined network monitor
2023-11-13 20:44:03,443 DEBUG   SenderThread:3140919 [sender.py:send_request():407] send_request: defer
2023-11-13 20:44:03,443 INFO    SenderThread:3140919 [sender.py:send_request_defer():609] handle sender defer: 2
2023-11-13 20:44:03,443 INFO    SenderThread:3140919 [sender.py:transition_state():613] send defer: 3
2023-11-13 20:44:03,444 DEBUG   SenderThread:3140919 [sender.py:send():380] send: stats
2023-11-13 20:44:03,444 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: defer
2023-11-13 20:44:03,444 INFO    HandlerThread:3140919 [handler.py:handle_request_defer():172] handle defer: 3
2023-11-13 20:44:03,444 DEBUG   SenderThread:3140919 [sender.py:send_request():407] send_request: defer
2023-11-13 20:44:03,444 INFO    SenderThread:3140919 [sender.py:send_request_defer():609] handle sender defer: 3
2023-11-13 20:44:03,444 INFO    SenderThread:3140919 [sender.py:transition_state():613] send defer: 4
2023-11-13 20:44:03,444 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: defer
2023-11-13 20:44:03,444 INFO    HandlerThread:3140919 [handler.py:handle_request_defer():172] handle defer: 4
2023-11-13 20:44:03,444 DEBUG   SenderThread:3140919 [sender.py:send_request():407] send_request: defer
2023-11-13 20:44:03,444 INFO    SenderThread:3140919 [sender.py:send_request_defer():609] handle sender defer: 4
2023-11-13 20:44:03,444 INFO    SenderThread:3140919 [sender.py:transition_state():613] send defer: 5
2023-11-13 20:44:03,444 DEBUG   HandlerThread:3140919 [handler.py:handle_request():146] handle_request: defer
