2023-11-15 18:02:51,614 INFO    StreamThr :862911 [internal.py:wandb_internal():89] W&B internal server running at pid: 862911, started at: 2023-11-15 18:02:51.613756
2023-11-15 18:02:51,616 DEBUG   HandlerThread:862911 [handler.py:handle_request():146] handle_request: status
2023-11-15 18:02:51,617 INFO    WriterThread:862911 [datastore.py:open_for_write():85] open: /alpha/overcooked_rl/algorithms/wandb/run-20231115_180251-ddq72h9h/run-ddq72h9h.wandb
2023-11-15 18:02:51,619 DEBUG   SenderThread:862911 [sender.py:send():380] send: header
2023-11-15 18:02:51,634 DEBUG   SenderThread:862911 [sender.py:send():380] send: run
2023-11-15 18:02:55,835 INFO    SenderThread:862911 [dir_watcher.py:__init__():211] watching files in: /alpha/overcooked_rl/algorithms/wandb/run-20231115_180251-ddq72h9h/files
2023-11-15 18:02:55,835 INFO    SenderThread:862911 [sender.py:_start_run_threads():1125] run started: ddq72h9h with start time 1700042571.613243
2023-11-15 18:02:55,848 DEBUG   HandlerThread:862911 [handler.py:handle_request():146] handle_request: check_version
2023-11-15 18:02:55,849 DEBUG   SenderThread:862911 [sender.py:send_request():407] send_request: check_version
2023-11-15 18:02:56,996 DEBUG   HandlerThread:862911 [handler.py:handle_request():146] handle_request: status_report
2023-11-15 18:02:57,004 DEBUG   HandlerThread:862911 [handler.py:handle_request():146] handle_request: run_start
2023-11-15 18:02:57,009 DEBUG   HandlerThread:862911 [system_info.py:__init__():32] System info init
2023-11-15 18:02:57,009 DEBUG   HandlerThread:862911 [system_info.py:__init__():47] System info init done
2023-11-15 18:02:57,009 INFO    HandlerThread:862911 [system_monitor.py:start():194] Starting system monitor
2023-11-15 18:02:57,009 INFO    SystemMonitor:862911 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-15 18:02:57,009 INFO    HandlerThread:862911 [system_monitor.py:probe():214] Collecting system info
2023-11-15 18:02:57,010 INFO    SystemMonitor:862911 [interfaces.py:start():190] Started cpu monitoring
2023-11-15 18:02:57,011 INFO    SystemMonitor:862911 [interfaces.py:start():190] Started disk monitoring
2023-11-15 18:02:57,012 INFO    SystemMonitor:862911 [interfaces.py:start():190] Started gpu monitoring
2023-11-15 18:02:57,012 INFO    SystemMonitor:862911 [interfaces.py:start():190] Started memory monitoring
2023-11-15 18:02:57,013 INFO    SystemMonitor:862911 [interfaces.py:start():190] Started network monitoring
2023-11-15 18:02:57,020 DEBUG   HandlerThread:862911 [system_info.py:probe():196] Probing system
2023-11-15 18:02:57,026 DEBUG   HandlerThread:862911 [system_info.py:_probe_git():181] Probing git
2023-11-15 18:02:57,038 DEBUG   HandlerThread:862911 [system_info.py:_probe_git():189] Probing git done
2023-11-15 18:02:57,039 DEBUG   HandlerThread:862911 [system_info.py:probe():244] Probing system done
2023-11-15 18:02:57,039 DEBUG   HandlerThread:862911 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-26-generic-x86_64-with-debian-bookworm-sid', 'python': '3.7.12', 'heartbeatAt': '2023-11-15T10:02:57.020632', 'startedAt': '2023-11-15T10:02:51.606509', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/alpha/overcooked_rl/algorithms/bpr_NN_scriptedPolicy.py', 'codePathLocal': 'bpr_NN_scriptedPolicy.py', 'codePath': 'algorithms/bpr_NN_scriptedPolicy.py', 'git': {'remote': 'git@github.com:AlexWanghaoming/overcooked_rl.git', 'commit': '13a286d7c12f0639988ae897ef486edd046772b7'}, 'email': '568019240@qq.com', 'root': '/alpha/overcooked_rl', 'host': 'wanghm', 'username': 'wanghm', 'executable': '/home/wanghm/anaconda3/envs/overcooked_ai/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4815.527999999999, 'min': 800.0, 'max': 5150.0}, 'cpu_freq_per_core': [{'current': 4796.102, 'min': 800.0, 'max': 5100.0}, {'current': 4802.506, 'min': 800.0, 'max': 5100.0}, {'current': 4811.861, 'min': 800.0, 'max': 5100.0}, {'current': 4788.553, 'min': 800.0, 'max': 5100.0}, {'current': 4800.225, 'min': 800.0, 'max': 5300.0}, {'current': 4800.169, 'min': 800.0, 'max': 5300.0}, {'current': 4800.089, 'min': 800.0, 'max': 5100.0}, {'current': 4832.605, 'min': 800.0, 'max': 5100.0}, {'current': 4800.0, 'min': 800.0, 'max': 5100.0}, {'current': 4800.714, 'min': 800.0, 'max': 5100.0}, {'current': 4859.641, 'min': 800.0, 'max': 5100.0}, {'current': 4678.105, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5300.0}, {'current': 4800.0, 'min': 800.0, 'max': 5300.0}, {'current': 4800.0, 'min': 800.0, 'max': 5100.0}, {'current': 4800.0, 'min': 800.0, 'max': 5100.0}], 'disk': {'/': {'total': 1832.2072448730469, 'used': 161.6767578125}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 31.163162231445312}}
2023-11-15 18:02:57,039 INFO    HandlerThread:862911 [system_monitor.py:probe():224] Finished collecting system info
2023-11-15 18:02:57,039 INFO    HandlerThread:862911 [system_monitor.py:probe():227] Publishing system info
2023-11-15 18:02:57,039 DEBUG   HandlerThread:862911 [system_info.py:_save_pip():53] Saving list of pip packages installed into the current environment
2023-11-15 18:02:57,040 DEBUG   HandlerThread:862911 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-15 18:02:57,060 DEBUG   HandlerThread:862911 [system_info.py:_save_conda():76] Saving list of conda packages installed into the current environment
2023-11-15 18:02:57,838 INFO    Thread-16 :862911 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231115_180251-ddq72h9h/files/requirements.txt
2023-11-15 18:02:57,838 INFO    Thread-16 :862911 [dir_watcher.py:_on_file_created():271] file/dir created: /alpha/overcooked_rl/algorithms/wandb/run-20231115_180251-ddq72h9h/files/conda-environment.yaml
2023-11-15 18:03:26,722 DEBUG   HandlerThread:862911 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-15 18:03:26,728 INFO    HandlerThread:862911 [system_monitor.py:probe():229] Finished publishing system info
2023-11-15 18:03:26,767 DEBUG   HandlerThread:862911 [handler.py:handle_request():146] handle_request: status_report
