2023-11-11 00:24:59,165 INFO    StreamThr :2158066 [internal.py:wandb_internal():89] W&B internal server running at pid: 2158066, started at: 2023-11-11 00:24:59.165514
2023-11-11 00:24:59,167 DEBUG   HandlerThread:2158066 [handler.py:handle_request():146] handle_request: status
2023-11-11 00:24:59,168 INFO    WriterThread:2158066 [datastore.py:open_for_write():85] open: /alpha/overcooked_rl/algorithms/baselines/wandb/run-20231111_002459-zahxvlwt/run-zahxvlwt.wandb
2023-11-11 00:24:59,168 DEBUG   SenderThread:2158066 [sender.py:send():380] send: header
2023-11-11 00:24:59,180 DEBUG   SenderThread:2158066 [sender.py:send():380] send: run
2023-11-11 00:24:59,933 INFO    SenderThread:2158066 [dir_watcher.py:__init__():211] watching files in: /alpha/overcooked_rl/algorithms/baselines/wandb/run-20231111_002459-zahxvlwt/files
2023-11-11 00:24:59,933 INFO    SenderThread:2158066 [sender.py:_start_run_threads():1125] run started: zahxvlwt with start time 1699633499.165431
2023-11-11 00:24:59,939 DEBUG   HandlerThread:2158066 [handler.py:handle_request():146] handle_request: check_version
2023-11-11 00:24:59,940 DEBUG   SenderThread:2158066 [sender.py:send_request():407] send_request: check_version
2023-11-11 00:25:00,791 DEBUG   HandlerThread:2158066 [handler.py:handle_request():146] handle_request: run_start
2023-11-11 00:25:00,807 DEBUG   HandlerThread:2158066 [system_info.py:__init__():32] System info init
2023-11-11 00:25:00,807 DEBUG   HandlerThread:2158066 [system_info.py:__init__():47] System info init done
2023-11-11 00:25:00,807 INFO    HandlerThread:2158066 [system_monitor.py:start():194] Starting system monitor
2023-11-11 00:25:00,807 INFO    SystemMonitor:2158066 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-11 00:25:00,807 INFO    HandlerThread:2158066 [system_monitor.py:probe():214] Collecting system info
2023-11-11 00:25:00,807 INFO    SystemMonitor:2158066 [interfaces.py:start():190] Started cpu monitoring
2023-11-11 00:25:00,808 INFO    SystemMonitor:2158066 [interfaces.py:start():190] Started disk monitoring
2023-11-11 00:25:00,808 INFO    SystemMonitor:2158066 [interfaces.py:start():190] Started gpu monitoring
2023-11-11 00:25:00,809 INFO    SystemMonitor:2158066 [interfaces.py:start():190] Started memory monitoring
2023-11-11 00:25:00,809 INFO    SystemMonitor:2158066 [interfaces.py:start():190] Started network monitoring
2023-11-11 00:25:00,817 DEBUG   HandlerThread:2158066 [system_info.py:probe():196] Probing system
2023-11-11 00:25:00,821 DEBUG   HandlerThread:2158066 [system_info.py:_probe_git():181] Probing git
2023-11-11 00:25:00,828 DEBUG   HandlerThread:2158066 [system_info.py:_probe_git():189] Probing git done
2023-11-11 00:25:00,828 DEBUG   HandlerThread:2158066 [system_info.py:probe():244] Probing system done
